datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,weekday
2011-07-14 20:00:00,3,0,1,1,28.7,31.82,42,15.0013,348,3
2011-07-14 21:00:00,3,0,1,1,27.06,31.06,50,8.9981,261,3
2011-07-14 22:00:00,3,0,1,1,26.24,31.06,57,6.0032,176,3
2011-07-14 23:00:00,3,0,1,1,26.24,30.305,65,16.9979,124,3
2011-07-15 00:00:00,3,0,1,1,25.42,29.545,73,15.0013,80,4
2011-07-15 01:00:00,3,0,1,1,25.42,29.545,73,12.998,20,4
2011-07-15 02:00:00,3,0,1,1,24.6,28.79,78,11.0014,38,4
2011-07-15 03:00:00,3,0,1,1,24.6,29.545,73,12.998,7,4
2011-07-15 04:00:00,3,0,1,1,24.6,29.545,73,11.0014,10,4
2011-07-15 05:00:00,3,0,1,1,24.6,29.545,73,8.9981,23,4
2011-07-15 06:00:00,3,0,1,2,24.6,29.545,73,7.0015,120,4
2011-07-15 07:00:00,3,0,1,1,26.24,30.305,65,7.0015,274,4
2011-07-15 08:00:00,3,0,1,1,26.24,30.305,65,16.9979,564,4
2011-07-15 09:00:00,3,0,1,1,27.88,31.82,54,12.998,207,4
2011-07-15 10:00:00,3,0,1,2,27.06,31.06,61,11.0014,166,4
2011-07-15 11:00:00,3,0,1,1,28.7,32.575,54,8.9981,210,4
2011-07-15 12:00:00,3,0,1,1,28.7,32.575,48,12.998,238,4
2011-07-15 13:00:00,3,0,1,1,28.7,32.575,54,12.998,247,4
2011-07-15 14:00:00,3,0,1,1,28.7,32.575,51,12.998,265,4
2011-07-15 15:00:00,3,0,1,1,29.52,32.575,45,11.0014,237,4
2011-07-15 16:00:00,3,0,1,1,29.52,33.335,51,12.998,361,4
2011-07-15 17:00:00,3,0,1,1,30.34,33.335,42,16.9979,587,4
2011-07-15 18:00:00,3,0,1,1,29.52,32.575,45,15.0013,496,4
2011-07-15 19:00:00,3,0,1,1,28.7,31.82,45,15.0013,394,4
2011-07-15 20:00:00,3,0,1,1,28.7,32.575,51,15.0013,343,4
2011-07-15 21:00:00,3,0,1,1,27.06,31.06,54,7.0015,261,4
2011-07-15 22:00:00,3,0,1,1,27.06,31.06,57,15.0013,223,4
2011-07-15 23:00:00,3,0,1,1,26.24,31.06,61,11.0014,167,4
2011-07-16 00:00:00,3,0,0,1,25.42,30.305,65,12.998,110,5
2011-07-16 01:00:00,3,0,0,1,24.6,29.545,69,7.0015,75,5
2011-07-16 02:00:00,3,0,0,1,24.6,29.545,73,8.9981,58,5
2011-07-16 03:00:00,3,0,0,1,24.6,28.79,78,8.9981,26,5
2011-07-16 04:00:00,3,0,0,1,24.6,29.545,73,6.0032,16,5
2011-07-16 05:00:00,3,0,0,1,23.78,27.275,78,6.0032,10,5
2011-07-16 06:00:00,3,0,0,1,24.6,28.79,78,11.0014,37,5
2011-07-16 07:00:00,3,0,0,1,25.42,29.545,73,8.9981,52,5
2011-07-16 08:00:00,3,0,0,1,27.06,31.06,65,11.0014,127,5
2011-07-16 09:00:00,3,0,0,1,28.7,32.575,54,15.0013,222,5
2011-07-16 10:00:00,3,0,0,1,29.52,33.335,54,12.998,322,5
2011-07-16 11:00:00,3,0,0,1,30.34,33.335,48,15.0013,396,5
2011-07-16 12:00:00,3,0,0,1,31.16,34.09,43,19.0012,463,5
2011-07-16 13:00:00,3,0,0,1,31.16,34.09,45,19.9995,497,5
2011-07-16 14:00:00,3,0,0,1,30.34,33.335,45,19.9995,433,5
2011-07-16 15:00:00,3,0,0,1,31.16,34.09,45,22.0028,428,5
2011-07-16 16:00:00,3,0,0,1,31.16,34.09,45,19.0012,425,5
2011-07-16 17:00:00,3,0,0,1,31.16,34.09,45,15.0013,475,5
2011-07-16 18:00:00,3,0,0,1,31.16,34.09,45,19.0012,428,5
2011-07-16 19:00:00,3,0,0,1,30.34,34.09,48,12.998,406,5
2011-07-16 20:00:00,3,0,0,1,29.52,33.335,51,15.0013,296,5
2011-07-16 21:00:00,3,0,0,1,28.7,32.575,58,15.0013,252,5
2011-07-16 22:00:00,3,0,0,1,28.7,32.575,65,19.0012,201,5
2011-07-16 23:00:00,3,0,0,1,27.88,31.82,61,15.0013,168,5
2011-07-17 00:00:00,3,0,0,1,27.06,31.06,65,15.0013,125,6
2011-07-17 01:00:00,3,0,0,1,26.24,30.305,69,12.998,102,6
2011-07-17 02:00:00,3,0,0,1,26.24,30.305,69,15.0013,94,6
2011-07-17 03:00:00,3,0,0,1,26.24,30.305,69,15.0013,47,6
2011-07-17 04:00:00,3,0,0,1,25.42,29.545,73,11.0014,10,6
2011-07-17 05:00:00,3,0,0,1,26.24,30.305,69,15.0013,12,6
2011-07-17 06:00:00,3,0,0,1,25.42,29.545,73,11.0014,21,6
2011-07-17 07:00:00,3,0,0,1,26.24,30.305,73,11.0014,50,6
2011-07-17 08:00:00,3,0,0,1,27.88,31.82,65,15.0013,118,6
2011-07-17 09:00:00,3,0,0,1,29.52,33.335,58,15.0013,184,6
2011-07-17 10:00:00,3,0,0,1,30.34,34.09,60,15.0013,304,6
2011-07-17 11:00:00,3,0,0,1,31.16,34.85,55,19.0012,391,6
2011-07-17 12:00:00,3,0,0,1,31.16,34.85,55,19.0012,420,6
2011-07-17 13:00:00,3,0,0,1,32.8,37.12,49,19.9995,472,6
2011-07-17 14:00:00,3,0,0,1,32.8,37.12,49,23.9994,430,6
2011-07-17 15:00:00,3,0,0,1,33.62,37.12,43,19.9995,324,6
2011-07-17 16:00:00,3,0,0,1,32.8,36.365,46,19.9995,317,6
2011-07-17 17:00:00,3,0,0,1,32.8,37.12,49,26.0027,369,6
2011-07-17 18:00:00,3,0,0,1,32.8,36.365,46,19.9995,390,6
2011-07-17 19:00:00,3,0,0,1,31.16,34.85,55,19.0012,379,6
2011-07-17 20:00:00,3,0,0,1,31.16,35.605,58,16.9979,262,6
2011-07-17 21:00:00,3,0,0,1,30.34,34.09,62,15.0013,207,6
2011-07-17 22:00:00,3,0,0,1,29.52,34.09,66,15.0013,181,6
2011-07-17 23:00:00,3,0,0,1,28.7,33.335,74,8.9981,93,6
2011-07-18 00:00:00,3,0,1,1,28.7,33.335,74,8.9981,51,0
2011-07-18 01:00:00,3,0,1,1,28.7,33.335,74,15.0013,25,0
2011-07-18 02:00:00,3,0,1,1,27.06,30.305,83,15.0013,10,0
2011-07-18 03:00:00,3,0,1,1,27.06,30.305,78,12.998,7,0
2011-07-18 04:00:00,3,0,1,1,26.24,29.545,78,11.0014,4,0
2011-07-18 05:00:00,3,0,1,1,26.24,29.545,78,7.0015,17,0
2011-07-18 06:00:00,3,0,1,1,26.24,28.79,83,7.0015,105,0
2011-07-18 07:00:00,3,0,1,1,27.88,31.82,74,15.0013,277,0
2011-07-18 08:00:00,3,0,1,1,28.7,32.575,70,12.998,347,0
2011-07-18 09:00:00,3,0,1,1,30.34,34.85,67,15.0013,203,0
2011-07-18 10:00:00,3,0,1,1,31.16,35.605,62,12.998,130,0
2011-07-18 11:00:00,3,0,1,1,32.8,37.88,55,6.0032,141,0
2011-07-18 12:00:00,3,0,1,1,32.8,38.635,59,12.998,165,0
2011-07-18 13:00:00,3,0,1,1,33.62,39.395,56,16.9979,152,0
2011-07-18 14:00:00,3,0,1,1,33.62,39.395,56,22.0028,138,0
2011-07-18 15:00:00,3,0,1,1,34.44,40.15,53,22.0028,164,0
2011-07-18 16:00:00,3,0,1,1,34.44,40.15,53,19.0012,265,0
2011-07-18 17:00:00,3,0,1,1,34.44,39.395,49,22.0028,545,0
2011-07-18 18:00:00,3,0,1,1,33.62,38.635,49,23.9994,558,0
2011-07-18 19:00:00,3,0,1,1,32.8,37.88,55,15.0013,398,0
2011-07-18 20:00:00,3,0,1,1,31.98,37.12,59,15.0013,323,0
2011-07-18 21:00:00,3,0,1,1,30.34,34.85,66,12.998,202,0
2011-07-18 22:00:00,3,0,1,1,31.16,36.365,66,15.0013,140,0
2011-07-18 23:00:00,3,0,1,1,30.34,34.85,66,11.0014,91,0
2011-07-19 00:00:00,3,0,1,1,30.34,34.85,66,7.0015,51,1
2011-07-19 01:00:00,3,0,1,2,30.34,34.85,66,8.9981,13,1
2011-07-19 02:00:00,3,0,1,1,29.52,34.09,70,11.0014,13,1
2011-07-19 03:00:00,3,0,1,1,29.52,34.09,70,11.0014,3,1
2011-07-19 04:00:00,3,0,1,1,29.52,34.09,70,8.9981,5,1
2011-07-19 05:00:00,3,0,1,2,28.7,33.335,74,7.0015,19,1
2011-07-19 06:00:00,3,0,1,2,29.52,34.85,74,7.0015,134,1
2011-07-19 07:00:00,3,0,1,2,30.34,34.85,70,11.0014,315,1
2011-07-19 08:00:00,3,0,1,2,31.16,36.365,70,11.0014,412,1
2011-07-19 09:00:00,3,0,1,2,32.8,39.395,63,8.9981,199,1
2011-07-19 10:00:00,3,0,1,2,33.62,39.395,56,11.0014,141,1
2011-07-19 11:00:00,3,0,1,1,33.62,40.15,59,0.0,127,1
2011-07-19 12:00:00,3,0,1,1,34.44,40.91,56,6.0032,153,1
2011-07-19 13:00:00,3,0,1,1,35.26,41.665,53,7.0015,172,1
2011-07-19 14:00:00,3,0,1,1,35.26,40.91,50,12.998,152,1
2011-07-19 15:00:00,3,0,1,1,36.08,40.91,44,12.998,158,1
2011-07-19 16:00:00,3,0,1,1,36.9,42.425,42,19.9995,277,1
2011-07-19 17:00:00,3,0,1,1,32.8,40.15,66,0.0,513,1
2011-07-19 18:00:00,3,0,1,1,32.8,40.15,66,8.9981,530,1
2011-07-19 19:00:00,3,0,1,1,31.16,37.12,75,12.998,388,1
2011-07-19 20:00:00,3,0,1,1,30.34,36.365,74,6.0032,277,1
2011-07-19 21:00:00,3,0,1,1,30.34,35.605,74,8.9981,241,1
2011-07-19 22:00:00,3,0,1,1,30.34,35.605,74,0.0,156,1
2011-07-19 23:00:00,3,0,1,3,29.52,34.85,79,11.0014,92,1
2011-08-01 00:00:00,3,0,1,1,29.52,34.09,70,15.0013,29,0
2011-08-01 01:00:00,3,0,1,1,29.52,34.85,74,12.998,17,0
2011-08-01 02:00:00,3,0,1,1,28.7,33.335,74,7.0015,11,0
2011-08-01 03:00:00,3,0,1,1,28.7,33.335,79,11.0014,4,0
2011-08-01 04:00:00,3,0,1,1,27.06,30.305,83,8.9981,4,0
2011-08-01 05:00:00,3,0,1,1,27.06,30.305,83,7.0015,26,0
2011-08-01 06:00:00,3,0,1,1,27.06,30.305,83,6.0032,100,0
2011-08-01 07:00:00,3,0,1,1,30.34,34.09,62,0.0,282,0
2011-08-01 08:00:00,3,0,1,1,32.8,36.365,43,12.998,382,0
2011-08-01 09:00:00,3,0,1,1,33.62,37.12,41,0.0,166,0
2011-08-01 10:00:00,3,0,1,1,35.26,37.88,36,11.0014,97,0
2011-08-01 11:00:00,3,0,1,1,36.08,38.635,32,11.0014,119,0
2011-08-01 12:00:00,3,0,1,1,36.9,40.15,33,16.9979,168,0
2011-08-01 13:00:00,3,0,1,1,36.9,40.15,31,19.9995,150,0
2011-08-01 14:00:00,3,0,1,1,37.72,40.91,29,12.998,123,0
2011-08-01 15:00:00,3,0,1,1,36.9,39.395,27,0.0,129,0
2011-08-01 16:00:00,3,0,1,1,36.9,39.395,27,0.0,231,0
2011-08-01 17:00:00,3,0,1,1,31.16,34.09,45,19.9995,514,0
2011-08-01 18:00:00,3,0,1,1,31.98,34.85,43,12.998,543,0
2011-08-01 19:00:00,3,0,1,1,30.34,33.335,51,15.0013,413,0
2011-08-01 20:00:00,3,0,1,1,29.52,34.09,62,15.0013,305,0
2011-08-01 21:00:00,3,0,1,1,28.7,32.575,70,16.9979,220,0
2011-08-01 22:00:00,3,0,1,1,28.7,32.575,70,6.0032,137,0
2011-08-01 23:00:00,3,0,1,1,27.88,31.82,74,12.998,96,0
2011-08-02 00:00:00,3,0,1,1,27.06,31.06,74,0.0,29,1
2011-08-02 01:00:00,3,0,1,1,27.06,31.06,74,7.0015,12,1
2011-08-02 02:00:00,3,0,1,1,27.88,31.82,69,0.0,8,1
2011-08-02 03:00:00,3,0,1,1,27.06,31.06,74,12.998,5,1
2011-08-02 04:00:00,3,0,1,1,27.06,31.06,74,7.0015,10,1
2011-08-02 05:00:00,3,0,1,1,27.06,31.06,74,8.9981,21,1
2011-08-02 06:00:00,3,0,1,1,27.88,31.82,69,7.0015,117,1
2011-08-02 07:00:00,3,0,1,1,29.52,33.335,61,19.0012,335,1
2011-08-02 08:00:00,3,0,1,1,30.34,34.09,58,19.0012,435,1
2011-08-02 09:00:00,3,0,1,1,31.98,34.85,46,19.9995,213,1
2011-08-02 10:00:00,3,0,1,1,33.62,36.365,36,19.9995,140,1
2011-08-02 11:00:00,3,0,1,1,34.44,36.365,32,27.9993,128,1
2011-08-02 12:00:00,3,0,1,1,35.26,37.12,30,19.0012,157,1
2011-08-02 13:00:00,3,0,1,1,35.26,37.12,30,15.0013,203,1
2011-08-02 14:00:00,3,0,1,1,36.9,38.635,25,19.0012,159,1
2011-08-02 15:00:00,3,0,1,1,36.9,38.635,25,19.0012,168,1
2011-08-02 16:00:00,3,0,1,1,36.9,38.635,25,19.0012,274,1
2011-08-02 17:00:00,3,0,1,2,36.9,39.395,27,8.9981,556,1
2011-08-02 18:00:00,3,0,1,2,35.26,37.88,34,12.998,556,1
2011-08-02 19:00:00,3,0,1,2,35.26,37.88,36,15.0013,454,1
2011-08-02 20:00:00,3,0,1,2,33.62,37.88,46,16.9979,288,1
2011-08-02 21:00:00,3,0,1,1,32.8,37.12,52,15.0013,254,1
2011-08-02 22:00:00,3,0,1,2,31.98,37.12,59,11.0014,191,1
2011-08-02 23:00:00,3,0,1,2,32.8,37.12,49,11.0014,132,1
2011-08-03 00:00:00,3,0,1,2,32.8,37.12,49,11.0014,43,2
2011-08-03 01:00:00,3,0,1,2,31.98,35.605,52,11.0014,16,2
2011-08-03 02:00:00,3,0,1,2,31.98,35.605,49,11.0014,11,2
2011-08-03 03:00:00,3,0,1,2,31.16,34.85,55,6.0032,4,2
2011-08-03 04:00:00,3,0,1,2,31.16,34.85,52,11.0014,7,2
2011-08-03 05:00:00,3,0,1,2,31.16,34.85,55,6.0032,24,2
2011-08-03 06:00:00,3,0,1,3,29.52,34.09,66,32.9975,110,2
2011-08-03 07:00:00,3,0,1,2,30.34,33.335,51,15.0013,271,2
2011-08-03 08:00:00,3,0,1,2,30.34,33.335,51,11.0014,437,2
2011-08-03 09:00:00,3,0,1,2,30.34,34.09,55,12.998,195,2
2011-08-03 10:00:00,3,0,1,3,30.34,34.09,58,6.0032,68,2
2011-08-03 11:00:00,3,0,1,2,30.34,34.09,58,7.0015,122,2
2011-08-03 12:00:00,3,0,1,3,31.16,34.85,55,8.9981,161,2
2011-08-03 13:00:00,3,0,1,2,31.16,35.605,58,15.0013,144,2
2011-08-03 14:00:00,3,0,1,2,31.16,35.605,58,15.0013,147,2
2011-08-03 15:00:00,3,0,1,2,28.7,33.335,79,8.9981,118,2
2011-08-03 16:00:00,3,0,1,3,27.88,31.82,79,0.0,150,2
2011-08-03 17:00:00,3,0,1,2,28.7,33.335,79,0.0,425,2
2011-08-03 18:00:00,3,0,1,3,28.7,33.335,84,0.0,492,2
2011-08-03 19:00:00,3,0,1,3,28.7,33.335,84,0.0,321,2
2011-08-03 20:00:00,3,0,1,3,28.7,33.335,84,7.0015,87,2
2011-08-03 21:00:00,3,0,1,2,27.88,31.82,89,8.9981,88,2
2011-08-03 22:00:00,3,0,1,3,27.88,31.82,89,7.0015,77,2
2011-08-03 23:00:00,3,0,1,2,27.88,31.82,89,6.0032,56,2
2011-08-04 00:00:00,3,0,1,2,27.88,31.82,89,6.0032,17,3
2011-08-04 01:00:00,3,0,1,2,27.06,29.545,94,6.0032,17,3
2011-08-04 02:00:00,3,0,1,2,27.06,29.545,94,6.0032,7,3
2011-08-04 03:00:00,3,0,1,3,27.06,29.545,94,6.0032,3,3
2011-08-04 04:00:00,3,0,1,2,27.88,31.82,89,0.0,7,3
2011-08-04 05:00:00,3,0,1,2,27.88,31.82,89,0.0,20,3
2011-08-04 06:00:00,3,0,1,2,27.88,31.82,89,19.9995,97,3
2011-08-04 07:00:00,3,0,1,2,27.88,31.82,89,19.9995,282,3
2011-08-04 08:00:00,3,0,1,2,28.7,32.575,82,23.9994,398,3
2011-08-04 09:00:00,3,0,1,1,29.52,34.85,74,22.0028,187,3
2011-08-04 10:00:00,3,0,1,1,29.52,33.335,71,19.9995,113,3
2011-08-04 11:00:00,3,0,1,2,30.34,34.85,66,15.0013,149,3
2011-08-04 12:00:00,3,0,1,2,31.16,35.605,62,15.0013,205,3
2011-08-04 13:00:00,3,0,1,1,31.16,35.605,58,0.0,205,3
2011-08-04 14:00:00,3,0,1,1,32.8,37.88,55,11.0014,167,3
2011-08-04 15:00:00,3,0,1,1,32.8,37.88,55,16.9979,165,3
2011-08-04 16:00:00,3,0,1,1,31.16,35.605,62,22.0028,290,3
2011-08-04 17:00:00,3,0,1,1,31.16,35.605,62,22.0028,555,3
2011-08-04 18:00:00,3,0,1,1,28.7,33.335,74,19.9995,523,3
2011-08-04 19:00:00,3,0,1,1,28.7,33.335,74,19.0012,366,3
2011-08-04 20:00:00,3,0,1,2,28.7,33.335,74,12.998,286,3
2011-08-04 21:00:00,3,0,1,2,28.7,33.335,74,12.998,211,3
2011-08-04 22:00:00,3,0,1,1,27.88,31.82,74,12.998,174,3
2011-08-04 23:00:00,3,0,1,1,27.06,31.06,74,7.0015,132,3
2011-08-05 00:00:00,3,0,1,1,27.06,31.06,74,7.0015,54,4
2011-08-05 01:00:00,3,0,1,1,26.24,29.545,78,6.0032,19,4
2011-08-05 02:00:00,3,0,1,1,27.06,31.06,69,0.0,19,4
2011-08-05 03:00:00,3,0,1,1,26.24,29.545,78,6.0032,6,4
2011-08-05 04:00:00,3,0,1,1,26.24,29.545,78,8.9981,7,4
2011-08-05 05:00:00,3,0,1,1,26.24,29.545,78,6.0032,16,4
2011-08-05 06:00:00,3,0,1,1,26.24,29.545,78,8.9981,101,4
2011-08-05 07:00:00,3,0,1,1,27.06,30.305,78,8.9981,270,4
2011-08-05 08:00:00,3,0,1,1,28.7,32.575,65,15.0013,454,4
2011-08-05 09:00:00,3,0,1,1,29.52,33.335,58,7.0015,226,4
2011-08-05 10:00:00,3,0,1,1,30.34,34.09,55,8.9981,163,4
2011-08-05 11:00:00,3,0,1,2,31.16,34.85,52,16.9979,147,4
2011-08-05 12:00:00,3,0,1,1,31.16,34.85,52,16.9979,216,4
2011-08-05 13:00:00,3,0,1,1,31.98,35.605,52,16.9979,204,4
2011-08-05 14:00:00,3,0,1,2,31.98,35.605,52,16.9979,245,4
2011-08-05 15:00:00,3,0,1,1,31.16,34.85,55,16.9979,210,4
2011-08-05 16:00:00,3,0,1,1,32.8,37.12,49,16.9979,330,4
2011-08-05 17:00:00,3,0,1,1,31.98,35.605,49,19.9995,550,4
2011-08-05 18:00:00,3,0,1,1,31.16,34.85,52,16.9979,466,4
2011-08-05 19:00:00,3,0,1,1,30.34,34.09,55,16.9979,372,4
2011-08-05 20:00:00,3,0,1,1,29.52,33.335,58,15.0013,291,4
2011-08-05 21:00:00,3,0,1,1,28.7,32.575,65,12.998,173,4
2011-08-05 22:00:00,3,0,1,1,28.7,32.575,65,15.0013,188,4
2011-08-05 23:00:00,3,0,1,1,27.88,31.82,69,15.0013,139,4
2011-08-06 00:00:00,3,0,0,1,27.06,30.305,78,12.998,133,5
2011-08-06 01:00:00,3,0,0,1,27.06,30.305,78,11.0014,67,5
2011-08-06 02:00:00,3,0,0,1,27.06,30.305,78,15.0013,53,5
2011-08-06 03:00:00,3,0,0,2,27.06,30.305,78,11.0014,42,5
2011-08-06 04:00:00,3,0,0,2,27.06,30.305,83,11.0014,10,5
2011-08-06 05:00:00,3,0,0,1,26.24,28.79,89,6.0032,6,5
2011-08-06 06:00:00,3,0,0,1,26.24,28.79,89,7.0015,27,5
2011-08-06 07:00:00,3,0,0,1,27.88,31.82,83,11.0014,63,5
2011-08-06 08:00:00,3,0,0,1,27.88,31.82,83,11.0014,121,5
2011-08-06 09:00:00,3,0,0,1,30.34,34.85,70,15.0013,215,5
2011-08-06 10:00:00,3,0,0,2,30.34,34.85,70,19.0012,290,5
2011-08-06 11:00:00,3,0,0,1,31.98,37.12,62,15.0013,349,5
2011-08-06 12:00:00,3,0,0,1,32.8,37.88,55,15.0013,382,5
2011-08-06 13:00:00,3,0,0,2,32.8,38.635,59,22.0028,441,5
2011-08-06 14:00:00,3,0,0,1,33.62,38.635,52,16.9979,380,5
2011-08-06 15:00:00,3,0,0,2,34.44,40.15,53,16.9979,362,5
2011-08-06 16:00:00,3,0,0,3,30.34,35.605,79,11.0014,343,5
2011-08-06 17:00:00,3,0,0,3,30.34,35.605,79,11.0014,149,5
2011-08-06 18:00:00,3,0,0,2,29.52,34.85,79,30.0026,211,5
2011-08-06 19:00:00,3,0,0,3,29.52,35.605,84,16.9979,171,5
2011-08-06 20:00:00,3,0,0,3,29.52,34.85,79,19.0012,137,5
2011-08-06 21:00:00,3,0,0,2,28.7,33.335,84,22.0028,114,5
2011-08-06 22:00:00,3,0,0,2,28.7,33.335,84,22.0028,120,5
2011-08-06 23:00:00,3,0,0,3,28.7,33.335,84,19.0012,108,5
2011-08-07 00:00:00,3,0,0,2,28.7,33.335,84,19.0012,80,6
2011-08-07 01:00:00,3,0,0,2,28.7,33.335,84,16.9979,73,6
2011-08-07 02:00:00,3,0,0,2,28.7,33.335,84,15.0013,66,6
2011-08-07 03:00:00,3,0,0,2,28.7,33.335,84,8.9981,32,6
2011-08-07 04:00:00,3,0,0,1,28.7,33.335,84,8.9981,6,6
2011-08-07 05:00:00,3,0,0,1,28.7,33.335,89,12.998,5,6
2011-08-07 06:00:00,3,0,0,1,28.7,33.335,89,11.0014,13,6
2011-08-07 07:00:00,3,0,0,1,28.7,33.335,84,12.998,39,6
2011-08-07 08:00:00,3,0,0,1,29.52,34.85,79,12.998,89,6
2011-08-07 09:00:00,3,0,0,1,31.16,37.12,75,7.0015,184,6
2011-08-07 10:00:00,3,0,0,1,32.8,40.15,66,8.9981,266,6
2011-08-07 11:00:00,3,0,0,1,33.62,41.665,63,0.0,269,6
2011-08-07 12:00:00,3,0,0,1,36.9,42.425,42,19.9995,370,6
2011-08-07 13:00:00,3,0,0,1,36.9,42.425,42,19.9995,324,6
2011-08-07 14:00:00,3,0,0,1,35.26,40.15,47,12.998,322,6
2011-08-07 15:00:00,3,0,0,3,29.52,34.85,74,19.9995,326,6
2011-08-07 16:00:00,3,0,0,3,29.52,34.85,74,19.9995,193,6
2011-08-07 17:00:00,3,0,0,3,30.34,35.605,74,43.0006,194,6
2011-08-07 18:00:00,3,0,0,1,29.52,34.85,74,6.0032,229,6
2011-08-07 19:00:00,3,0,0,1,29.52,34.85,79,11.0014,228,6
2011-08-07 20:00:00,3,0,0,1,29.52,35.605,84,8.9981,183,6
2011-08-07 21:00:00,3,0,0,1,29.52,35.605,84,7.0015,136,6
2011-08-07 22:00:00,3,0,0,1,28.7,33.335,89,12.998,103,6
2011-08-07 23:00:00,3,0,0,1,28.7,33.335,79,7.0015,55,6
2011-08-08 00:00:00,3,0,1,1,28.7,33.335,79,7.0015,30,0
2011-08-08 01:00:00,3,0,1,1,27.88,31.82,83,8.9981,12,0
2011-08-08 02:00:00,3,0,1,1,27.06,29.545,89,0.0,7,0
2011-08-08 03:00:00,3,0,1,1,27.06,29.545,89,0.0,1,0
2011-08-08 04:00:00,3,0,1,1,27.06,29.545,89,7.0015,10,0
2011-08-08 05:00:00,3,0,1,1,28.7,33.335,79,6.0032,15,0
2011-08-08 06:00:00,3,0,1,1,28.7,32.575,65,19.0012,95,0
2011-08-08 07:00:00,3,0,1,1,29.52,34.09,62,19.9995,267,0
2011-08-08 08:00:00,3,0,1,1,30.34,34.09,58,22.0028,349,0
2011-08-08 09:00:00,3,0,1,1,31.16,34.85,55,26.0027,183,0
2011-08-08 10:00:00,3,0,1,1,32.8,37.12,52,26.0027,124,0
2011-08-08 11:00:00,3,0,1,1,33.62,37.12,48,23.9994,179,0
2011-08-08 12:00:00,3,0,1,1,33.62,37.88,46,16.9979,182,0
2011-08-08 13:00:00,3,0,1,1,34.44,37.88,44,19.9995,151,0
2011-08-08 14:00:00,3,0,1,1,33.62,37.12,43,19.9995,150,0
2011-08-08 15:00:00,3,0,1,1,34.44,37.88,41,19.9995,126,0
2011-08-08 16:00:00,3,0,1,1,35.26,38.635,39,19.0012,282,0
2011-08-08 17:00:00,3,0,1,1,35.26,38.635,39,11.0014,527,0
2011-08-08 18:00:00,3,0,1,1,34.44,37.88,41,8.9981,529,0
2011-08-08 19:00:00,3,0,1,1,33.62,37.12,43,7.0015,416,0
2011-08-08 20:00:00,3,0,1,1,32.8,37.88,55,0.0,286,0
2011-08-08 21:00:00,3,0,1,1,31.16,35.605,58,6.0032,186,0
2011-08-08 22:00:00,3,0,1,1,31.16,35.605,58,7.0015,147,0
2011-08-08 23:00:00,3,0,1,1,30.34,34.85,66,7.0015,72,0
2011-08-09 00:00:00,3,0,1,1,29.52,34.85,79,8.9981,35,1
2011-08-09 01:00:00,3,0,1,1,29.52,34.09,66,0.0,14,1
2011-08-09 02:00:00,3,0,1,1,29.52,34.09,70,0.0,12,1
2011-08-09 03:00:00,3,0,1,1,29.52,34.09,62,0.0,3,1
2011-08-09 04:00:00,3,0,1,1,28.7,33.335,74,0.0,7,1
2011-08-09 05:00:00,3,0,1,1,28.7,32.575,65,6.0032,30,1
2011-08-09 06:00:00,3,0,1,1,29.52,33.335,64,0.0,101,1
2011-08-09 07:00:00,3,0,1,1,29.52,34.85,74,7.0015,343,1
2011-08-09 08:00:00,3,0,1,1,30.34,34.85,66,0.0,392,1
2011-08-09 09:00:00,3,0,1,2,31.98,37.12,62,8.9981,175,1
2011-08-09 10:00:00,3,0,1,2,32.8,38.635,59,15.0013,144,1
2011-08-09 11:00:00,3,0,1,1,32.8,38.635,59,15.0013,149,1
2011-08-09 12:00:00,3,0,1,1,33.62,39.395,56,12.998,185,1
2011-08-09 13:00:00,3,0,1,1,34.44,39.395,49,11.0014,175,1
2011-08-09 14:00:00,3,0,1,1,35.26,39.395,44,19.0012,148,1
2011-08-09 15:00:00,3,0,1,1,35.26,38.635,39,19.0012,164,1
2011-08-09 16:00:00,3,0,1,1,35.26,38.635,39,19.9995,285,1
2011-08-09 17:00:00,3,0,1,1,32.8,37.88,55,11.0014,532,1
2011-08-09 18:00:00,3,0,1,1,32.8,37.88,55,12.998,585,1
2011-08-09 19:00:00,3,0,1,1,32.8,37.12,49,7.0015,371,1
2011-08-09 20:00:00,3,0,1,1,32.8,36.365,43,12.998,292,1
2011-08-09 21:00:00,3,0,1,1,31.98,34.85,46,16.9979,230,1
2011-08-09 22:00:00,3,0,1,1,31.98,34.85,46,19.9995,155,1
2011-08-09 23:00:00,3,0,1,1,31.16,34.09,48,19.0012,75,1
2011-08-10 00:00:00,3,0,1,1,30.34,33.335,51,15.0013,37,2
2011-08-10 01:00:00,3,0,1,1,29.52,33.335,54,12.998,17,2
2011-08-10 02:00:00,3,0,1,1,29.52,33.335,54,11.0014,11,2
2011-08-10 03:00:00,3,0,1,1,28.7,32.575,58,11.0014,4,2
2011-08-10 04:00:00,3,0,1,1,28.7,32.575,54,8.9981,5,2
2011-08-10 05:00:00,3,0,1,1,27.88,31.82,61,6.0032,32,2
2011-08-10 06:00:00,3,0,1,1,27.88,31.82,61,0.0,119,2
2011-08-10 07:00:00,3,0,1,1,28.7,32.575,58,6.0032,305,2
2011-08-10 08:00:00,3,0,1,1,30.34,33.335,51,12.998,399,2
2011-08-10 09:00:00,3,0,1,1,31.16,34.09,48,15.0013,180,2
